id,title,abstract,segmented_sents
2112.04344,"Does Structure Matter? Leveraging Data-to-Text Generation for Answering
  Complex Information Needs","  In this work, our aim is to provide a structured answer in natural language
to a complex information need. Particularly, we envision using generative
models from the perspective of data-to-text generation. We propose the use of a
content selection and planning pipeline which aims at structuring the answer by
generating intermediate plans. The experimental evaluation is performed using
the TREC Complex Answer Retrieval (CAR) dataset. We evaluate both the generated
answer and its corresponding structure and show the effectiveness of
planning-based models in comparison to a text-to-text model.
","<1>  </1>
 <2> In this work, our aim is to provide a structured answer in natural language to a complex information need. </2>
 <3> Particularly, we envision using generative models from the perspective of data-to-text generation. </3>
 <4> We propose the use of a content selection and planning pipeline which aims at structuring the answer by generating intermediate plans. </4>
 <5> The experimental evaluation is performed using the TREC Complex Answer Retrieval (CAR) dataset. </5>
 <6> We evaluate both the generated answer and its corresponding structure and show the effectiveness of planning-based models in comparison to a text-to-text model. </6>
"
2112.06603,"Detecting Emotion Carriers by Combining Acoustic and Lexical
  Representations","  Personal narratives (PN) - spoken or written - are recollections of facts,
people, events, and thoughts from one's own experience. Emotion recognition and
sentiment analysis tasks are usually defined at the utterance or document
level. However, in this work, we focus on Emotion Carriers (EC) defined as the
segments (speech or text) that best explain the emotional state of the narrator
(""loss of father"", ""made me choose""). Once extracted, such EC can provide a
richer representation of the user state to improve natural language
understanding and dialogue modeling. In previous work, it has been shown that
EC can be identified using lexical features. However, spoken narratives should
provide a richer description of the context and the users' emotional state. In
this paper, we leverage word-based acoustic and textual embeddings as well as
early and late fusion techniques for the detection of ECs in spoken narratives.
For the acoustic word-level representations, we use Residual Neural Networks
(ResNet) pretrained on separate speech emotion corpora and fine-tuned to detect
EC. Experiments with different fusion and system combination strategies show
that late fusion leads to significant improvements for this task.
","<1> Personal narratives (PN) - spoken or written - are recollections of facts, people, events, and thoughts from one's own experience. </1>
 <2> Emotion recognition and sentiment analysis tasks are usually defined at the utterance or document level. </2>
 <3> However, in this work, we focus on Emotion Carriers (EC) defined as the segments (speech or text) that best explain the emotional state of the narrator (""loss of father"", ""made me choose""). </3>
 <4> Once extracted, such EC can provide a richer representation of the user state to improve natural language understanding and dialogue modeling. </4>
 <5> In previous work, it has been shown that EC can be identified using lexical features. </5>
 <6> However, spoken narratives should provide a richer description of the context and the users' emotional state. </6>
 <7> In this paper, we leverage word-based acoustic and textual embeddings as well as early and late fusion techniques for the detection of ECs in spoken narratives. </7>
 <8>  </8>
 <9> For the acoustic word-level representations, we use Residual Neural Networks </9>
 <10> (ResNet) pretrained on separate speech emotion corpora and fine-tuned to detect EC. </10>
 <11> Experiments with different fusion and system combination strategies show that late fusion leads to significant improvements for this task. </11>
"
1912.09008,Discriminative Sentence Modeling for Story Ending Prediction,"  Story Ending Prediction is a task that needs to select an appropriate ending
for the given story, which requires the machine to understand the story and
sometimes needs commonsense knowledge. To tackle this task, we propose a new
neural network called Diff-Net for better modeling the differences of each
ending in this task. The proposed model could discriminate two endings in three
semantic levels: contextual representation, story-aware representation, and
discriminative representation. Experimental results on the Story Cloze Test
dataset show that the proposed model siginificantly outperforms various systems
by a large margin, and detailed ablation studies are given for better
understanding our model. We also carefully examine the traditional and
BERT-based models on both SCT v1.0 and v1.5 with interesting findings that may
potentially help future studies.
","<1> Story Ending Prediction is a task that needs to select an appropriate ending for the given story, which requires the machine to understand the story and sometimes needs commonsense knowledge. </1>
 <2> To tackle this task, we propose a new neural network called Diff-Net for better modeling the differences of each ending in this task. </2>
 <3> The proposed model could discriminate two endings in three semantic levels: contextual representation, story-aware representation, and discriminative representation. </3>
 <4> Experimental results on the Story Cloze Test dataset show that the proposed model siginificantly outperforms various systems by a large margin, and detailed ablation studies are given for better understanding our model. </4>
 <5> We also carefully examine the traditional and BERT-based models on both SCT v1.0 and v1.5 with interesting findings that may potentially help future studies. </5>
"
2012.07521,"Procode: the Swiss Multilingual Solution for Automatic Coding and
  Recoding of Occupations and Economic Activities","  Objective. Epidemiological studies require data that are in alignment with
the classifications established for occupations or economic activities. The
classifications usually include hundreds of codes and titles. Manual coding of
raw data may result in misclassification and be time consuming. The goal was to
develop and test a web-tool, named Procode, for coding of free-texts against
classifications and recoding between different classifications. Methods. Three
text classifiers, i.e. Complement Naive Bayes (CNB), Support Vector Machine
(SVM) and Random Forest Classifier (RFC), were investigated using a k-fold
cross-validation. 30 000 free-texts with manually assigned classification codes
of French classification of occupations (PCS) and French classification of
activities (NAF) were available. For recoding, Procode integrated a workflow
that converts codes of one classification to another according to existing
crosswalks. Since this is a straightforward operation, only the recoding time
was measured. Results. Among the three investigated text classifiers, CNB
resulted in the best performance, where the classifier predicted accurately
57-81% and 63-83% classification codes for PCS and NAF, respectively. SVM lead
to somewhat lower results (by 1-2%), while RFC coded accurately up to 30% of
the data. The coding operation required one minute per 10 000 records, while
the recoding was faster, i.e. 5-10 seconds. Conclusion. The algorithm
integrated in Procode showed satisfactory performance, since the tool had to
assign the right code by choosing between 500-700 different choices. Based on
the results, the authors decided to implement CNB in Procode. In future, if
another classifier shows a superior performance, an update will include the
required modifications.
","<1> Objective. </1>
 <2> Epidemiological studies require data that are in alignment with the classifications established for occupations or economic activities. </2>
 <3> The classifications usually include hundreds of codes and titles. </3>
 <4> Manual coding of raw data may result in misclassification and be time consuming. </4>
 <5> The goal was to develop and test a web-tool, named Procode, for coding of free-texts against classifications and recoding between different classifications. </5>
 <6> Methods. </6>
 <7> Three text classifiers, i.e. Complement Naive Bayes (CNB), Support Vector Machine (SVM) and Random Forest Classifier (RFC), were investigated using a k-fold cross-validation. </7>
 <8> 30 000 free-texts with manually assigned classification codes of French classification of occupations (PCS) and French classification of activities (NAF) were available. </8>
 <9> For recoding, Procode integrated a workflow that converts codes of one classification to another according to existing crosswalks. </9>
 <10> Since this is a straightforward operation, only the recoding time was measured. </10>
 <11> Results. </11>
 <12> Among the three investigated text classifiers, CNB resulted in the best performance, where the classifier predicted accurately 57-81% and 63-83% classification codes for PCS and NAF, respectively. </12>
 <13> SVM lead to somewhat lower results (by 1-2%), while RFC coded accurately up to 30% of the data. </13>
 <14> The coding operation required one minute per 10 000 records, while the recoding was faster, i.e. 5-10 seconds. </14>
 <15> Conclusion. </15>
 <16> The algorithm integrated in Procode showed satisfactory performance, since the tool had to assign the right code by choosing between 500-700 different choices. </16>
 <17> Based on the results, the authors decided to implement CNB in Procode. </17>
 <18> In future, if another classifier shows a superior performance, an update will include the required modifications. </18>
"
2012.14740,"LayoutLMv2: Multi-modal Pre-training for Visually-Rich Document
  Understanding","  Pre-training of text and layout has proved effective in a variety of
visually-rich document understanding tasks due to its effective model
architecture and the advantage of large-scale unlabeled scanned/digital-born
documents. We propose LayoutLMv2 architecture with new pre-training tasks to
model the interaction among text, layout, and image in a single multi-modal
framework. Specifically, with a two-stream multi-modal Transformer encoder,
LayoutLMv2 uses not only the existing masked visual-language modeling task but
also the new text-image alignment and text-image matching tasks, which make it
better capture the cross-modality interaction in the pre-training stage.
Meanwhile, it also integrates a spatial-aware self-attention mechanism into the
Transformer architecture so that the model can fully understand the relative
positional relationship among different text blocks. Experiment results show
that LayoutLMv2 outperforms LayoutLM by a large margin and achieves new
state-of-the-art results on a wide variety of downstream visually-rich document
understanding tasks, including FUNSD (0.7895 $\to$ 0.8420), CORD (0.9493 $\to$
0.9601), SROIE (0.9524 $\to$ 0.9781), Kleister-NDA (0.8340 $\to$ 0.8520),
RVL-CDIP (0.9443 $\to$ 0.9564), and DocVQA (0.7295 $\to$ 0.8672). We made our
model and code publicly available at \url{https://aka.ms/layoutlmv2}.
","<1> Pre-training of text and layout has proved effective in a variety of visually-rich document understanding tasks due to its effective model architecture and the advantage of large-scale unlabeled scanned/digital-born documents. </1>
 <2> We propose LayoutLMv2 architecture with new pre-training tasks to model the interaction among text, layout, and image in a single multi-modal framework. </2>
 <3> Specifically, with a two-stream multi-modal Transformer encoder, LayoutLMv2 uses not only the existing masked visual-language modeling task but also the new text-image alignment and text-image matching tasks, which make it better capture the cross-modality interaction in the pre-training stage. </3>
 <4> Meanwhile, it also integrates a spatial-aware self-attention mechanism into the Transformer architecture so that the model can fully understand the relative positional relationship among different text blocks. </4>
 <5> Experiment results show that LayoutLMv2 outperforms LayoutLM by a large margin and achieves new state-of-the-art results on a wide variety of downstream visually-rich document understanding tasks, including FUNSD (0.7895 $\to$ 0.8420), CORD (0.9493 $\to$ 0.9601), SROIE (0.9524 $\to$ 0.9781), Kleister-NDA (0.8340 $\to$ 0.8520), RVL-CDIP (0.9443 $\to$ 0.9564), and DocVQA (0.7295 $\to$ 0.8672). </5>
 <6> We made our model and code publicly available at \url{https://aka.ms/layoutlmv2}. </6>
 <7>  </7>
"
2112.11850,Multimodal Analysis of memes for sentiment extraction,"  Memes are one of the most ubiquitous forms of social media communication. The
study and processing of memes, which are intrinsically multimedia, is a popular
topic right now. The study presented in this research is based on the Memotion
dataset, which involves categorising memes based on irony, comedy, motivation,
and overall-sentiment. Three separate innovative transformer-based techniques
have been developed, and their outcomes have been thoroughly reviewed.The best
algorithm achieved a macro F1 score of 0.633 for humour classification, 0.55
for motivation classification, 0.61 for sarcasm classification, and 0.575 for
overall sentiment of the meme out of all our techniques.
","<1> Memes are one of the most ubiquitous forms of social media communication. </1>
 <2> The study and processing of memes, which are intrinsically multimedia, is a popular topic right now. </2>
 <3> The study presented in this research is based on the Memotion dataset, which involves categorising memes based on irony, comedy, motivation, and overall-sentiment. </3>
 <4> Three separate innovative transformer-based techniques have been developed, and their outcomes have been thoroughly reviewed. </4>
 <5> The best algorithm achieved a macro F1 score of 0.633 for humour classification, 0.55 for motivation classification, 0.61 for sarcasm classification, and 0.575 for overall sentiment of the meme out of all our techniques. </5>
"
2212.12442,Alignment Entropy Regularization,"  Existing training criteria in automatic speech recognition(ASR) permit the
model to freely explore more than one time alignments between the feature and
label sequences. In this paper, we use entropy to measure a model's
uncertainty, i.e. how it chooses to distribute the probability mass over the
set of allowed alignments. Furthermore, we evaluate the effect of entropy
regularization in encouraging the model to distribute the probability mass only
on a smaller subset of allowed alignments. Experiments show that entropy
regularization enables a much simpler decoding method without sacrificing word
error rate, and provides better time alignment quality.
","<1> Existing training criteria in automatic speech recognition(ASR) permit the model to freely explore more than one time alignments between the feature and label sequences. </1>
 <2> In this paper, we use entropy to measure a model's uncertainty, i.e. how it chooses to distribute the probability mass over the set of allowed alignments. </2>
 <3> Furthermore, we evaluate the effect of entropy regularization in encouraging the model to distribute the probability mass only on a smaller subset of allowed alignments. </3>
 <4> Experiments show that entropy </4>
 <5> regularization enables a much simpler decoding method without sacrificing word error rate, and provides better time alignment quality. </5>
"
2112.05459,Sentiment Analysis on Brazilian Portuguese User Reviews,"  Sentiment Analysis is one of the most classical and primarily studied natural
language processing tasks. This problem had a notable advance with the
proposition of more complex and scalable machine learning models. Despite this
progress, the Brazilian Portuguese language still disposes only of limited
linguistic resources, such as datasets dedicated to sentiment classification,
especially when considering the existence of predefined partitions in training,
testing, and validation sets that would allow a more fair comparison of
different algorithm alternatives. Motivated by these issues, this work analyzes
the predictive performance of a range of document embedding strategies,
assuming the polarity as the system outcome. This analysis includes five
sentiment analysis datasets in Brazilian Portuguese, unified in a single
dataset, and a reference partitioning in training, testing, and validation
sets, both made publicly available through a digital repository. A
cross-evaluation of dataset-specific models over different contexts is
conducted to evaluate their generalization capabilities and the feasibility of
adopting a unique model for addressing all scenarios.
","<1> Sentiment Analysis is one of the most classical and primarily studied natural language processing tasks. </1>
 <2> This problem had a notable advance with the proposition of more complex and scalable machine learning models. </2>
 <3> Despite this progress, the Brazilian Portuguese language still disposes only of limited linguistic resources, such as datasets dedicated to sentiment classification, especially when considering the existence of predefined partitions in training, testing, and validation sets that would allow a more fair comparison of different algorithm alternatives. </3>
 <4> Motivated by these issues, this work analyzes the predictive performance of a range of document embedding strategies, assuming the polarity as the system outcome. </4>
 <5> This analysis includes five sentiment analysis datasets in Brazilian Portuguese, unified in a single dataset, and a reference partitioning in training, testing, and validation sets, both made publicly available through a digital repository. </5>
 <6> A cross-evaluation of dataset-specific models over different contexts is conducted to evaluate their generalization capabilities and the feasibility of adopting a unique model for addressing all scenarios. </6>
"
2112.02095,"Intelligent Trading Systems: A Sentiment-Aware Reinforcement Learning
  Approach","  The feasibility of making profitable trades on a single asset on stock
exchanges based on patterns identification has long attracted researchers.
Reinforcement Learning (RL) and Natural Language Processing have gained
notoriety in these single-asset trading tasks, but only a few works have
explored their combination. Moreover, some issues are still not addressed, such
as extracting market sentiment momentum through the explicit capture of
sentiment features that reflect the market condition over time and assessing
the consistency and stability of RL results in different situations. Filling
this gap, we propose the Sentiment-Aware RL (SentARL) intelligent trading
system that improves profit stability by leveraging market mood through an
adaptive amount of past sentiment features drawn from textual news. We
evaluated SentARL across twenty assets, two transaction costs, and five
different periods and initializations to show its consistent effectiveness
against baselines. Subsequently, this thorough assessment allowed us to
identify the boundary between news coverage and market sentiment regarding the
correlation of price-time series above which SentARL's effectiveness is
outstanding.
","<1>  </1>
 <2> The feasibility of making profitable trades on a single asset on stock exchanges based on patterns identification has long attracted researchers. </2>
 <3>  </3>
 <4> Reinforcement Learning (RL) and Natural Language Processing have gained notoriety in these single-asset trading tasks, but only a few works have explored their combination. </4>
 <5> Moreover, some issues are still not addressed, such as extracting market sentiment momentum through the explicit capture of sentiment features that reflect the market condition over time and assessing the consistency and stability of RL results in different situations. </5>
 <6> Filling this gap, we propose the Sentiment-Aware RL (SentARL) intelligent trading system that improves profit stability by leveraging market mood through an adaptive amount of past sentiment features drawn from textual news. </6>
 <7> We evaluated SentARL across twenty assets, two transaction costs, and five different periods and initializations to show its consistent effectiveness against baselines. </7>
 <8> Subsequently, this thorough assessment allowed us to identify the boundary between news coverage and market sentiment regarding the correlation of price-time series above which SentARL's effectiveness is outstanding. </8>
"
2012.15484,"Seeing is Knowing! Fact-based Visual Question Answering using Knowledge
  Graph Embeddings","  Fact-based Visual Question Answering (FVQA), a challenging variant of VQA,
requires a QA-system to include facts from a diverse knowledge graph (KG) in
its reasoning process to produce an answer. Large KGs, especially common-sense
KGs, are known to be incomplete, i.e., not all non-existent facts are always
incorrect. Therefore, being able to reason over incomplete KGs for QA is a
critical requirement in real-world applications that has not been addressed
extensively in the literature. We develop a novel QA architecture that allows
us to reason over incomplete KGs, something current FVQA state-of-the-art
(SOTA) approaches lack due to their critical reliance on fact retrieval. We use
KG Embeddings, a technique widely used for KG completion, for the downstream
task of FVQA. We also employ a new image representation technique we call
'Image-as-Knowledge' to enable this capability, alongside a simple one-step
CoAttention mechanism to attend to text and image during QA. Our FVQA
architecture is faster during inference time, being O(m), as opposed to
existing FVQA SOTA methods which are O(N log N), where m = number of vertices,
N = number of edges = O(m^2). KG embeddings are shown to hold complementary
information to word embeddings: a combination of both metrics permits
performance comparable to SOTA methods in the standard answer retrieval task,
and significantly better (26% absolute) in the proposed missing-edge reasoning
task.
","<1> Fact-based Visual Question Answering (FVQA), a challenging variant of VQA, requires a QA-system to include facts from a diverse knowledge graph (KG) in its reasoning process to produce an answer. </1>
 <2> Large KGs, especially common-sense KGs, are known to be incomplete, i.e., not all non-existent facts are always incorrect. </2>
 <3> Therefore, being able to reason over incomplete KGs for QA is a critical requirement in real-world applications that has not been addressed extensively in the literature. </3>
 <4> We develop a novel QA architecture that allows us to reason over incomplete KGs, something current FVQA state-of-the-art (SOTA) approaches lack due to their critical reliance on fact retrieval. </4>
 <5> We use KG Embeddings, a technique widely used for KG completion, for the downstream task of FVQA. </5>
 <6> We also employ a new image representation technique we call 'Image-as-Knowledge' to enable this capability, alongside a simple one-step CoAttention mechanism to attend to text and image during QA. </6>
 <7> Our FVQA architecture is faster during inference time, being O(m), as opposed to existing FVQA SOTA methods which are O(N log N), where m = number of vertices, N = number of edges = O(m^2). </7>
 <8> KG embeddings are shown to hold complementary information to word embeddings: a combination of both metrics permits performance comparable to SOTA methods in the standard answer retrieval task, and significantly better (26% absolute) in the proposed missing-edge reasoning task. </8>
"
2212.14149,"Macro-block dropout for improved regularization in training end-to-end
  speech recognition models","  This paper proposes a new regularization algorithm referred to as macro-block
dropout. The overfitting issue has been a difficult problem in training large
neural network models. The dropout technique has proven to be simple yet very
effective for regularization by preventing complex co-adaptations during
training. In our work, we define a macro-block that contains a large number of
units from the input to a Recurrent Neural Network (RNN). Rather than applying
dropout to each unit, we apply random dropout to each macro-block. This
algorithm has the effect of applying different drop out rates for each layer
even if we keep a constant average dropout rate, which has better
regularization effects. In our experiments using Recurrent Neural
Network-Transducer (RNN-T), this algorithm shows relatively 4.30 % and 6.13 %
Word Error Rates (WERs) improvement over the conventional dropout on
LibriSpeech test-clean and test-other. With an Attention-based Encoder-Decoder
(AED) model, this algorithm shows relatively 4.36 % and 5.85 % WERs improvement
over the conventional dropout on the same test sets.
","<1> This paper proposes a new regularization algorithm referred to as macro-block dropout. </1>
 <2> The overfitting issue has been a difficult problem in training large neural network models. </2>
 <3> The dropout technique has proven to be simple yet very effective for regularization by preventing complex co-adaptations during training. </3>
 <4> In our work, we define a macro-block that contains a large number of units from the input to a Recurrent Neural Network (RNN). </4>
 <5> Rather than applying dropout to each unit, we apply random dropout to each macro-block. </5>
 <6> This algorithm has the effect of applying different drop out rates for each layer even if we keep a constant average dropout rate, which has better regularization effects. </6>
 <7> In our experiments using Recurrent Neural Network-Transducer (RNN-T), this algorithm shows relatively 4.30 % and 6.13 % Word Error Rates (WERs) improvement over the conventional dropout on LibriSpeech test-clean and test-other. </7>
 <8> With an Attention-based Encoder-Decoder (AED) model, this algorithm shows relatively 4.36 % and 5.85 % WERs improvement over the conventional dropout on the same test sets. </8>
"
2012.11142,"Towards Incorporating Entity-specific Knowledge Graph Information in
  Predicting Drug-Drug Interactions","  Off-the-shelf biomedical embeddings obtained from the recently released
various pre-trained language models (such as BERT, XLNET) have demonstrated
state-of-the-art results (in terms of accuracy) for the various natural
language understanding tasks (NLU) in the biomedical domain. Relation
Classification (RC) falls into one of the most critical tasks. In this paper,
we explore how to incorporate domain knowledge of the biomedical entities (such
as drug, disease, genes), obtained from Knowledge Graph (KG) Embeddings, for
predicting Drug-Drug Interaction from textual corpus. We propose a new method,
BERTKG-DDI, to combine drug embeddings obtained from its interaction with other
biomedical entities along with domain-specific BioBERT embedding-based RC
architecture. Experiments conducted on the DDIExtraction 2013 corpus clearly
indicate that this strategy improves other baselines architectures by 4.1%
macro F1-score.
","<1> Off-the-shelf biomedical embeddings obtained from the recently released various pre-trained language models (such as BERT, XLNET) have demonstrated state-of-the-art results (in terms of accuracy) for the various natural language understanding tasks (NLU) in the biomedical domain. </1>
 <2> Relation Classification (RC) falls into one of the most critical tasks. </2>
 <3> In this paper, we explore how to incorporate domain knowledge of the biomedical entities (such as drug, disease, genes), obtained from Knowledge Graph (KG) Embeddings, for predicting Drug-Drug Interaction from textual corpus. </3>
 <4> We propose a new method, BERTKG-DDI, to combine drug embeddings obtained from its interaction with other biomedical entities along with domain-specific BioBERT embedding-based RC architecture. </4>
 <5> Experiments conducted on the DDIExtraction 2013 corpus clearly indicate that this strategy improves other baselines architectures by 4.1% macro F1-score. </5>
"
1712.06880,Analogy Mining for Specific Design Needs,"  Finding analogical inspirations in distant domains is a powerful way of
solving problems. However, as the number of inspirations that could be matched
and the dimensions on which that matching could occur grow, it becomes
challenging for designers to find inspirations relevant to their needs.
Furthermore, designers are often interested in exploring specific aspects of a
product-- for example, one designer might be interested in improving the
brewing capability of an outdoor coffee maker, while another might wish to
optimize for portability. In this paper we introduce a novel system for
targeting analogical search for specific needs. Specifically, we contribute a
novel analogical search engine for expressing and abstracting specific design
needs that returns more distant yet relevant inspirations than alternate
approaches.
","<1>  </1>
 <2> Finding analogical inspirations in distant domains is a powerful way of solving problems. </2>
 <3> However, as the number of inspirations that could be matched and the dimensions on which that matching could occur grow, it becomes challenging for designers to find inspirations relevant to their needs. </3>
 <4> Furthermore, designers are often interested in exploring specific aspects of a product-- for example, one designer might be interested in improving the brewing capability of an outdoor coffee maker, while another might wish to optimize for portability. </4>
 <5> In this paper we introduce a novel system for targeting analogical search for specific needs. </5>
 <6> Specifically, we contribute a novel analogical search engine for expressing and abstracting specific design needs that returns more distant yet relevant inspirations than alternate approaches. </6>
"
1812.04722,Context is Key: New Approaches to Neural Coherence Modeling,"  We formulate coherence modeling as a regression task and propose two novel
methods to combine techniques from our setup with pairwise approaches. The
first of our methods is a model that we call ""first-next,"" which operates
similarly to selection sorting but conditions decision-making on information
about already-sorted sentences. The second consists of a technique for adding
context to regression-based models by concatenating sentence-level
representations with an encoding of its corresponding out-of-order paragraph.
This latter model achieves Kendall-tau distance and positional accuracy scores
that match or exceed the current state-of-the-art on these metrics. Our results
suggest that many of the gains that come from more complex, machine-translation
inspired approaches can be achieved with simpler, more efficient models.
","<1> We formulate coherence modeling as a regression task and propose two novel methods to combine techniques from our setup with pairwise approaches. </1>
 <2> The first of our methods is a model that we call ""first-next,"" which operates similarly to selection sorting but conditions decision-making on information about already-sorted sentences. </2>
 <3> The second consists of a technique for adding context to regression-based models by concatenating sentence-level representations with an encoding of its corresponding out-of-order paragraph. </3>
 <4>  </4>
 <5> This latter model achieves Kendall-tau distance and positional accuracy scores that match or exceed the current state-of-the-art on these metrics. </5>
 <6> Our results suggest that many of the gains that come from more complex, machine-translation inspired approaches can be achieved with simpler, more efficient models. </6>
"
2012.09118,Exploring Thematic Coherence in Fake News,"  The spread of fake news remains a serious global issue; understanding and
curtailing it is paramount. One way of differentiating between deceptive and
truthful stories is by analyzing their coherence. This study explores the use
of topic models to analyze the coherence of cross-domain news shared online.
Experimental results on seven cross-domain datasets demonstrate that fake news
shows a greater thematic deviation between its opening sentences and its
remainder.
","<1> The spread of fake news remains a serious global issue; understanding and curtailing it is paramount. </1>
 <2> One way of differentiating between deceptive and truthful stories is by analyzing their coherence. </2>
 <3> This study explores the use of topic models to analyze the coherence of cross-domain news shared online. </3>
 <4>  </4>
 <5> Experimental results on seven cross-domain datasets demonstrate that fake news shows a greater thematic deviation between its opening sentences and its remainder. </5>
"
2012.06690,Yelp Review Rating Prediction: Machine Learning and Deep Learning Models,"  We predict restaurant ratings from Yelp reviews based on Yelp Open Dataset.
Data distribution is presented, and one balanced training dataset is built. Two
vectorizers are experimented for feature engineering. Four machine learning
models including Naive Bayes, Logistic Regression, Random Forest, and Linear
Support Vector Machine are implemented. Four transformer-based models
containing BERT, DistilBERT, RoBERTa, and XLNet are also applied. Accuracy,
weighted F1 score, and confusion matrix are used for model evaluation. XLNet
achieves 70% accuracy for 5-star classification compared with Logistic
Regression with 64% accuracy.
","<1>  </1>
 <2> We predict restaurant ratings from Yelp reviews based on Yelp Open Dataset. </2>
 <3>  </3>
 <4> Data distribution is presented, and one balanced training dataset is built. </4>
 <5> Two vectorizers are experimented for feature engineering. </5>
 <6> Four machine learning models including Naive Bayes, Logistic Regression, Random Forest, and Linear Support Vector Machine are implemented. </6>
 <7> Four transformer-based models containing BERT, DistilBERT, RoBERTa, and XLNet are also applied. </7>
 <8> Accuracy, weighted F1 score, and confusion matrix are used for model evaluation. </8>
 <9> XLNet achieves 70% accuracy for 5-star classification compared with Logistic Regression with 64% accuracy. </9>
"
2112.11739,A Survey of Natural Language Generation,"  This paper offers a comprehensive review of the research on Natural Language
Generation (NLG) over the past two decades, especially in relation to
data-to-text generation and text-to-text generation deep learning methods, as
well as new applications of NLG technology. This survey aims to (a) give the
latest synthesis of deep learning research on the NLG core tasks, as well as
the architectures adopted in the field; (b) detail meticulously and
comprehensively various NLG tasks and datasets, and draw attention to the
challenges in NLG evaluation, focusing on different evaluation methods and
their relationships; (c) highlight some future emphasis and relatively recent
research issues that arise due to the increasing synergy between NLG and other
artificial intelligence areas, such as computer vision, text and computational
creativity.
","<1> This paper offers a comprehensive review of the research on Natural Language Generation (NLG) over the past two decades, especially in relation to data-to-text generation and text-to-text generation deep learning methods, as well as new applications of NLG technology. </1>
 <2> This survey aims to (a) give the latest synthesis of deep learning research on the NLG core tasks, as well as the architectures adopted in the field; (b) detail meticulously and comprehensively various NLG tasks and datasets, and draw attention to the challenges in NLG evaluation, focusing on different evaluation methods and their relationships; (c) highlight some future emphasis and relatively recent research issues that arise due to the increasing synergy between NLG and other artificial intelligence areas, such as computer vision, text and computational creativity. </2>
"
1912.02395,Learning to Predict Explainable Plots for Neural Story Generation,"  Story generation is an important natural language processing task that aims
to generate coherent stories automatically. While the use of neural networks
has proven effective in improving story generation, how to learn to generate an
explainable high-level plot still remains a major challenge. In this work, we
propose a latent variable model for neural story generation. The model treats
an outline, which is a natural language sentence explainable to humans, as a
latent variable to represent a high-level plot that bridges the input and
output. We adopt an external summarization model to guide the latent variable
model to learn how to generate outlines from training data. Experiments show
that our approach achieves significant improvements over state-of-the-art
methods in both automatic and human evaluations.
","<1> Story generation is an important natural language processing task that aims to generate coherent stories automatically. </1>
 <2> While the use of neural networks has proven effective in improving story generation, how to learn to generate an explainable high-level plot still remains a major challenge. </2>
 <3> In this work, we propose a latent variable model for neural story generation. </3>
 <4> The model treats an outline, which is a natural language sentence explainable to humans, as a latent variable to represent a high-level plot that bridges the input and output. </4>
 <5> We adopt an external summarization model to guide the latent variable model to learn how to generate outlines from training data. </5>
 <6> Experiments show that our approach achieves significant improvements over state-of-the-art methods in both automatic and human evaluations. </6>
"
